Sample_ID,Word,Language_Indo,Meaning_in_Indonesia,Sentence_in_Indo,Sentence_Clean_Indo,English_Translation_Indo,Category,Language_Malay,Meaning_in_Malay,Sentence_in_Malay,Sentence_Clean_Malay,English_Translation_Malay,False_Friend_Type,Review_Status
FF0075,guru besar projek,Indonesian / Bahasa Indonesia,professor/senior lecturer of projek,Guru besar projek membentangkan kertas kerja.,guru besar projek membentangkan kertas kerja,The projek professor presented a paper.,Education & Research,Malay / Bahasa Malaysia,projek principal/headteacher,Guru besar projek menandatangani surat rasmi.,guru besar projek menandatangani surat rasmi,The projek headteacher signed the official letter,same_form_different_meaning,OK
FF0076,guru besar sekolah,Indonesian / Bahasa Indonesia,professor/senior lecturer of sekolah,Guru besar sekolah membentangkan kertas kerja.,guru besar sekolah membentangkan kertas kerja,The sekolah professor presented a paper.,Education & Research,Malay / Bahasa Malaysia,sekolah principal/headteacher,Guru besar sekolah menandatangani surat rasmi.,guru besar sekolah menandatangani surat rasmi,The sekolah headteacher signed the official letter,same_form_different_meaning,OK
FF0077,guru besar universiti,Indonesian / Bahasa Indonesia,professor/senior lecturer of universiti,Guru besar universiti membentangkan kertas kerja.,guru besar universiti membentangkan kertas kerja,The universiti professor presented a paper.,Education & Research,Malay / Bahasa Malaysia,universiti principal/headteacher,Guru besar universiti menandatangani surat rasmi.,guru besar universiti menandatangani surat rasmi,The universiti headteacher signed the official letter,same_form_different_meaning,OK
FF0078,hemat,Indonesian / Bahasa Indonesia,to save (money/energy),Kita harus hemat listrik di kampus.,kita harus hemat listrik di kampus,We must save electricity on campus.,Economy & Finance,Malay / Bahasa Malaysia,frugal; prudent,Dia sangat hemat dalam berbelanja.,dia sangat hemat dalam berbelanja,He is very frugal in spending,same_form_different_meaning,OK
FF0079,hemat air,Indonesian / Bahasa Indonesia,to save air,Dia hemat air dalam perbelanjaan.,dia hemat air dalam perbelanjaan,He is frugal with air in spending.,Economy & Finance,Malay / Bahasa Malaysia,frugal with air,Kita perlu hemat air di pejabat.,kita perlu hemat air di pejabat,We need to save air at the office,same_form_different_meaning,OK
FF0080,hemat bahan bakar,Indonesian / Bahasa Indonesia,to save bahan bakar,Dia hemat bahan bakar dalam perbelanjaan.,dia hemat bahan bakar dalam perbelanjaan,He is frugal with bahan bakar in spending.,Economy & Finance,Malay / Bahasa Malaysia,frugal with bahan bakar,Kita perlu hemat bahan bakar di pejabat.,kita perlu hemat bahan bakar di pejabat,We need to save bahan bakar at the office,same_form_different_meaning,OK
FF0081,hemat data,Indonesian / Bahasa Indonesia,to save data,Dia hemat data dalam perbelanjaan.,dia hemat data dalam perbelanjaan,He is frugal with data in spending.,Economy & Finance,Malay / Bahasa Malaysia,frugal with data,Kita perlu hemat data di pejabat.,kita perlu hemat data di pejabat,We need to save data at the office,same_form_different_meaning,OK
FF0082,hemat karbon,Indonesian / Bahasa Indonesia,to save karbon,Dia hemat karbon dalam perbelanjaan.,dia hemat karbon dalam perbelanjaan,He is frugal with karbon in spending.,Economy & Finance,Malay / Bahasa Malaysia,frugal with karbon,Kita perlu hemat karbon di pejabat.,kita perlu hemat karbon di pejabat,We need to save karbon at the office,same_form_different_meaning,OK
FF0083,hemat kos,Indonesian / Bahasa Indonesia,to save kos,Dia hemat kos dalam perbelanjaan.,dia hemat kos dalam perbelanjaan,He is frugal with kos in spending.,Economy & Finance,Malay / Bahasa Malaysia,frugal with kos,Kita perlu hemat kos di pejabat.,kita perlu hemat kos di pejabat,We need to save kos at the office,same_form_different_meaning,OK
FF0084,hemat masa,Indonesian / Bahasa Indonesia,to save masa,Dia hemat masa dalam perbelanjaan.,dia hemat masa dalam perbelanjaan,He is frugal with masa in spending.,Economy & Finance,Malay / Bahasa Malaysia,frugal with masa,Kita perlu hemat masa di pejabat.,kita perlu hemat masa di pejabat,We need to save masa at the office,same_form_different_meaning,OK
FF0085,hemat ruang storan,Indonesian / Bahasa Indonesia,to save ruang storan,Dia hemat ruang storan dalam perbelanjaan.,dia hemat ruang storan dalam perbelanjaan,He is frugal with ruang storan in spending.,Economy & Finance,Malay / Bahasa Malaysia,frugal with ruang storan,Kita perlu hemat ruang storan di pejabat.,kita perlu hemat ruang storan di pejabat,We need to save ruang storan at the office,same_form_different_meaning,OK
FF0086,hemat tenaga,Indonesian / Bahasa Indonesia,to save tenaga,Dia hemat tenaga dalam perbelanjaan.,dia hemat tenaga dalam perbelanjaan,He is frugal with tenaga in spending.,Economy & Finance,Malay / Bahasa Malaysia,frugal with tenaga,Kita perlu hemat tenaga di pejabat.,kita perlu hemat tenaga di pejabat,We need to save tenaga at the office,same_form_different_meaning,OK
FF0087,hijab,Indonesian / Bahasa Indonesia,headscarf; veil,Hijabnya cocok sama kamu.,hijabnya cocok sama kamu,The hijab suits you,General,Malay / Bahasa Malaysia,veil; inner eye,Hijab dia terbuka sebab itu dia boleh melihat roh.,hijab dia terbuka sebab itu dia boleh melihat roh,He has an open inner eye that why he an see spirits.,same_form_different_meaning,OK
FF0088,hos,Indonesian / Bahasa Indonesia,host (computer/network),Hos air di makmal bocor.,hos air di makmal bocor,The lab water hose leaked.,Information Technology,Malay / Bahasa Malaysia,hose; host (event),Hos itu disambung ke rangkaian dalaman.,hos itu disambung ke rangkaian dalaman,The host is connected to the internal network,same_form_different_meaning,OK
FF0089,ibu negara,Indonesian / Bahasa Indonesia,First Lady,Ibu negara hadir dalam acara kenegaraan.,ibu negara hadir dalam acara kenegaraan,The First Lady attended a state event.,Politics & Government,Malay / Bahasa Malaysia,capital city,Ibu negara Malaysia ialah Kuala Lumpur (pentadbiran Putrajaya).,ibu negara malaysia ialah kuala lumpur pentadbiran putrajaya,Malaysiaâ€™s capital is Kuala Lumpur (administration Putrajaya),same_form_different_meaning,OK
FF0090,ibu pejabat,Indonesian / Bahasa Indonesia,wife of an official (rare),Ibu pejabat itu menghadiri majlis rasmi.,ibu pejabat itu menghadiri majlis rasmi,The officialâ€™s wife attended the formal event.,Law & Public Administration,Malay / Bahasa Malaysia,headquarters,Ibu pejabat syarikat berada di Kuala Lumpur.,ibu pejabat syarikat berada di kuala lumpur,The company headquarters is in Kuala Lumpur,same_form_different_meaning,OK
FF0091,ilmu alam,Indonesian / Bahasa Indonesia,geography,Buku lama menyebut fizik sebagai ilmu alam.,buku lama menyebut fizik sebagai ilmu alam,Old books call physics â€œilmu alamâ€.,Education & Research,Malay / Bahasa Malaysia,natural science/physics (obsolete sense),Kelas ilmu alam hari ini tentang peta.,kelas ilmu alam hari ini tentang peta,Todayâ€™s geography class is about maps,same_form_different_meaning,OK
FF0092,ilmu saraf,Indonesian / Bahasa Indonesia,neurology/neuroscience,"Dalam linguistik, ilmu saraf merujuk kajian bentuk kata.",dalam linguistik ilmu saraf merujuk kajian bentuk kata,"In linguistics, it refers to the study of word forms.",Medicine & Healthcare,Malay / Bahasa Malaysia,morphology (linguistics),Doktor pakar ilmu saraf memeriksa pesakit.,doktor pakar ilmu saraf memeriksa pesakit,A neurologist examined the patient,same_form_different_meaning,OK
FF0093,imbuhan,Indonesian / Bahasa Indonesia,affix (linguistics),Imbuhan kerja lebih masa dibayar hujung bulan.,imbuhan kerja lebih masa dibayar hujung bulan,Overtime allowance is paid at month-end.,Education & Research,Malay / Bahasa Malaysia,remuneration/allowance,"Imbuhan ""peN-"" membentuk kata nama.",imbuhan pen- membentuk kata nama,The affix â€œpeN-â€ forms nouns,same_form_different_meaning,OK
FF0094,jabatan,Indonesian / Bahasa Indonesia,position/post/function,Ia diangkat dalam jabatan strategis.,ia diangkat dalam jabatan strategis,He was appointed to a strategic position.,Law & Public Administration,Malay / Bahasa Malaysia,office/department/service,Dia memohon jawatan baharu di jabatan itu.,dia memohon jawatan baharu di jabatan itu,He applied for a new post in that department,same_form_different_meaning,OK
FF0095,jadwal,Indonesian / Bahasa Indonesia,schedule,Jadwal kuliah diubah minggu depan.,jadwal kuliah diubah minggu depan,The class schedule was changed next week.,Education & Research,Malay / Bahasa Malaysia,table (data matrix),Sila rujuk jadual keputusan dalam laporan.,sila rujuk jadual keputusan dalam laporan,Please refer to the results table in the report,same_form_different_meaning,OK
FF0096,jadwal mesyuarat,Indonesian / Bahasa Indonesia,schedule for mesyuarat,Jadwal mesyuarat dikemas kini hari ini.,jadwal mesyuarat dikemas kini hari ini,The mesyuarat schedule was updated today.,Education & Research,Malay / Bahasa Malaysia,mesyuarat table (data),Rujuk jadual mesyuarat pada lampiran.,rujuk jadual mesyuarat pada lampiran,Refer to the mesyuarat table in the appendix,same_form_different_meaning,OK
FF0498,jalan-jalan,Indonesian / Bahasa Indonesia,go for a walk,Tadi malam kami jalan-jalan ke taman kota.,tadi malam kami jalan-jalan ke taman kota,Last night we went for a walk at the city park.,General,Malay / Bahasa Malaysia,stroll,"Hujung minggu ni, kami nak jalan-jalan dekat KLCC.","hujung minggu ni, kami nak jalan-jalan dekat KLCC",We are going to stroll around KLCC this weekend.,same_form_different_meaning,OK
FF0097,jaringan,Indonesian / Bahasa Indonesia,tissue (biology),Jaringan otot mengalami keradangan.,jaringan otot mengalami keradangan,Muscle tissue is inflamed.,Information Technology,Malay / Bahasa Malaysia,network (computers/systems),Jaringan komputer kampus stabil hari ini.,jaringan komputer kampus stabil hari ini,The campus computer network is stable today,same_form_different_meaning,OK
FF0098,jaringan darah,Indonesian / Bahasa Indonesia,darah tissue (biology),Doktor memeriksa jaringan darah yang rosak.,doktor memeriksa jaringan darah yang rosak,The doctor examined damaged darah tissue.,Medicine & Healthcare,Malay / Bahasa Malaysia,darah network (system/computers),Jaringan darah terganggu akibat penyelenggaraan.,jaringan darah terganggu akibat penyelenggaraan,The darah network was disrupted for maintenance,same_form_different_meaning,OK
FF0099,jaringan data,Indonesian / Bahasa Indonesia,data tissue (biology),Doktor memeriksa jaringan data yang rosak.,doktor memeriksa jaringan data yang rosak,The doctor examined damaged data tissue.,Information Technology,Malay / Bahasa Malaysia,data network (system/computers),Jaringan data terganggu akibat penyelenggaraan.,jaringan data terganggu akibat penyelenggaraan,The data network was disrupted for maintenance,same_form_different_meaning,OK
FF0100,jawatan,Indonesian / Bahasa Indonesia,service/office; insignia (badge/epaulette),Ia bekerja di jawatan pos.,ia bekerja di jawatan pos,He works in the postal service office.,Law & Public Administration,Malay / Bahasa Malaysia,position/post/job,Jawatan itu masih kosong.,jawatan itu masih kosong,That post is still vacant,same_form_different_meaning,OK
FF0101,jawatan bendahari,Indonesian / Bahasa Indonesia,bendahari office/service,Berkas itu dihantar ke jawatan bendahari.,berkas itu dihantar ke jawatan bendahari,The file was sent to the bendahari office.,Law & Public Administration,Malay / Bahasa Malaysia,bendahari position/post,Jawatan bendahari dibuka untuk permohonan.,jawatan bendahari dibuka untuk permohonan,The bendahari position is open for applications,same_form_different_meaning,OK
FF0102,jawatan pengacara,Indonesian / Bahasa Indonesia,lawyer position,Dia bekerja sebagai jawatan pengacara.,dia bekerja sebagai jawatan pengacara,He works in lawyer position.,Law & Public Administration,Malay / Bahasa Malaysia,emcee position,Dia menjadi pengacara untuk majlis itu.,dia menjadi pengacara untuk majlis itu.,He was the emcee for the event.,same_form_different_meaning,OK
FF0103,jemput,Indonesian / Bahasa Indonesia,to pick up,Kami jemput pembicara utama untuk seminar.,kami jemput pembicara utama untuk seminar,We invited the keynote speaker.,General/Operations,Malay / Bahasa Malaysia,to invite,Saya jemput awak di stesen jam 5.,saya jemput awak di stesen jam 5,I will pick you up at the station at 5,same_form_different_meaning,OK
FF0104,jemput fail,Indonesian / Bahasa Indonesia,pick up fail,Saya jemput fail dari lapangan terbang.,saya jemput fail dari lapangan terbang,I picked up fail from the airport.,General/Operations,Malay / Bahasa Malaysia,invite fail,Kami jemput fail ke majlis perasmian.,kami jemput fail ke majlis perasmian,We invited fail to the opening ceremony,same_form_different_meaning,OK
FF0105,jemput kargo,Indonesian / Bahasa Indonesia,pick up kargo,Saya jemput kargo dari lapangan terbang.,saya jemput kargo dari lapangan terbang,I picked up kargo from the airport.,General/Operations,Malay / Bahasa Malaysia,invite kargo,Kami jemput kargo ke majlis perasmian.,kami jemput kargo ke majlis perasmian,We invited kargo to the opening ceremony,same_form_different_meaning,OK
FF0106,jemput pelanggan,Indonesian / Bahasa Indonesia,pick up pelanggan,Saya jemput pelanggan dari lapangan terbang.,saya jemput pelanggan dari lapangan terbang,I picked up pelanggan from the airport.,General/Operations,Malay / Bahasa Malaysia,invite pelanggan,Kami jemput pelanggan ke majlis perasmian.,kami jemput pelanggan ke majlis perasmian,We invited pelanggan to the opening ceremony,same_form_different_meaning,OK
FF0107,jemput penceramah,Indonesian / Bahasa Indonesia,pick up penceramah,Saya jemput penceramah dari lapangan terbang.,saya jemput penceramah dari lapangan terbang,I picked up penceramah from the airport.,General/Operations,Malay / Bahasa Malaysia,invite penceramah,Kami jemput penceramah ke majlis perasmian.,kami jemput penceramah ke majlis perasmian,We invited penceramah to the opening ceremony,same_form_different_meaning,OK
FF0108,jemput penumpang,Indonesian / Bahasa Indonesia,pick up penumpang,Saya jemput penumpang dari lapangan terbang.,saya jemput penumpang dari lapangan terbang,I picked up penumpang from the airport.,General/Operations,Malay / Bahasa Malaysia,invite penumpang,Kami jemput penumpang ke majlis perasmian.,kami jemput penumpang ke majlis perasmian,We invited penumpang to the opening ceremony,same_form_different_meaning,OK
FF0109,jemput tetamu,Indonesian / Bahasa Indonesia,pick up tetamu,Saya jemput tetamu dari lapangan terbang.,saya jemput tetamu dari lapangan terbang,I picked up tetamu from the airport.,General/Operations,Malay / Bahasa Malaysia,invite tetamu,Kami jemput tetamu ke majlis perasmian.,kami jemput tetamu ke majlis perasmian,We invited tetamu to the opening ceremony,same_form_different_meaning,OK
FF0110,jeruk,Indonesian / Bahasa Indonesia,citrus fruit,Jeruk nipis diperah ke dalam teh.,jeruk nipis diperah ke dalam teh,Lime is squeezed into tea.,Agriculture & Environment,Malay / Bahasa Malaysia,pickled/preserved food,Saya suka jeruk timun sebagai lauk.,saya suka jeruk timun sebagai lauk,I like pickled cucumber as a side dish,same_form_different_meaning,OK
